,NDC,PART_#,FILE,TYPE,DRUG,ORIG_FOLDER,IMAGES,FILENAME,FILETYPE,NDC_prod
2974,00009033102,1,PillProjectDisc88/images/G6LS-F862SQEA2KL07J-YL5SN612PN.JPG,C3PI_Test,CLEOCIN 75MG CAPS,PillProjectDisc88,images,G6LS-F862SQEA2KL07J-YL5SN612PN.JPG,.JPG,000090331
2975,00009033102,1,PillProjectDisc92/images/K6MU507S7-6HADE0YU0OMX7FW06WBW.JPG,C3PI_Test,CLEOCIN 75MG CAPS,PillProjectDisc92,images,K6MU507S7-6HADE0YU0OMX7FW06WBW.JPG,.JPG,000090331
2976,00009033102,1,PillProjectDisc94/images/LH1TAYYDNVKYKT53!OJ1ZK282PATTU.JPG,C3PI_Test,CLEOCIN 75MG CAPS,PillProjectDisc94,images,LH1TAYYDNVKYKT53!OJ1ZK282PATTU.JPG,.JPG,000090331
2977,00009033102,1,PillProjectDisc95/images/MN6YBSKUA4MYU0IL1SB2NK6TRUERQ.JPG,C3PI_Test,CLEOCIN 75MG CAPS,PillProjectDisc95,images,MN6YBSKUA4MYU0IL1SB2NK6TRUERQ.JPG,.JPG,000090331
2978,00009033102,1,PillProjectDisc98/images/PHLCPNZQWUMTP!CHVZW5N2CD3HMHR6.JPG,C3PI_Test,CLEOCIN 75MG CAPS,PillProjectDisc98,images,PHLCPNZQWUMTP!CHVZW5N2CD3HMHR6.JPG,.JPG,000090331
2979,00009033102,1,PillProjectDisc99/images/PU4CR57J94SF6GVK25SP6Q0EEO103O.JPG,C3PI_Test,CLEOCIN 75MG CAPS,PillProjectDisc99,images,PU4CR57J94SF6GVK25SP6Q0EEO103O.JPG,.JPG,000090331
2980,00009033102,1,PillProjectDisc73/images/CPR1859DV-9_Q1HHZ8GOZ_MPRBGK0AN.JPG,MC_API_NLMIMAGE_V1.3,CLEOCIN 75MG CAPS,PillProjectDisc73,images,CPR1859DV-9_Q1HHZ8GOZ_MPRBGK0AN.JPG,.JPG,000090331
2981,00009033102,1,PillProjectDisc52/images/BYW34_EE!SSMJVLHH!QGLQ!0YDPV-JL.JPG,MC_API_RXNAV_V1.3,CLEOCIN 75MG CAPS,PillProjectDisc52,images,BYW34_EE!SSMJVLHH!QGLQ!0YDPV-JL.JPG,.JPG,000090331
2982,00009033102,1,PillProjectDisc104/images/V2S6BHH7H22ICSPP4XQW6R84J!7-8Y.PNG,MC_C3PI_REFERENCE_SEG_V1.6,CLEOCIN 75MG CAPS,PillProjectDisc104,images,V2S6BHH7H22ICSPP4XQW6R84J!7-8Y.JPG,.PNG,000090331
2983,00009033102,1,PillProjectDisc108/images/YLYWWSLO5CE1DVVM8NJMDE2HFBMMR3.PNG,MC_C3PI_REFERENCE_SEG_V1.6,CLEOCIN 75MG CAPS,PillProjectDisc108,images,YLYWWSLO5CE1DVVM8NJMDE2HFBMMR3.JPG,.PNG,000090331
2984,00009033102,1,PillProjectDisc29/images/BCC6M9C-K5V3PD6CFUPST6H!JKFQ6QK.PNG,MC_C3PI_REFERENCE_SEG_V1.6,CLEOCIN 75MG CAPS,PillProjectDisc29,images,BCC6M9C-K5V3PD6CFUPST6H!JKFQ6QK.JPG,.PNG,000090331
2985,00009033102,1,PillProjectDisc48/images/BURR0LCKQO_CR1D1ID4ZD1VVDS6K0P6.PNG,MC_C3PI_REFERENCE_SEG_V1.6,CLEOCIN 75MG CAPS,PillProjectDisc48,images,BURR0LCKQO_CR1D1ID4ZD1VVDS6K0P6.JPG,.PNG,000090331
2986,00009033102,1,PillProjectDisc4/images/1D1Z7E_FDV-26BCGNKBKWABMI!U2ME.PNG,MC_C3PI_REFERENCE_SEG_V1.6,CLEOCIN 75MG CAPS,PillProjectDisc4,images,1D1Z7E_FDV-26BCGNKBKWABMI!U2ME.JPG,.PNG,000090331
2987,00009033102,1,PillProjectDisc57/images/CAFE!39N0HQAG64UTFYDAHUK36!RB2K.PNG,MC_C3PI_REFERENCE_SEG_V1.6,CLEOCIN 75MG CAPS,PillProjectDisc57,images,CAFE!39N0HQAG64UTFYDAHUK36!RB2K.JPG,.PNG,000090331
2988,00009033102,1,PillProjectDisc63/images/CGCIBVS3TBH8YAIKW3VY6ICT3BQ2ANI.PNG,MC_C3PI_REFERENCE_SEG_V1.6,CLEOCIN 75MG CAPS,PillProjectDisc63,images,CGCIBVS3TBH8YAIKW3VY6ICT3BQ2ANI.JPG,.PNG,000090331
2989,00009033102,1,PillProjectDisc83/images/CYNKR_0WSDPTPA8TNEEWE23CIHNGUR0.PNG,MC_C3PI_REFERENCE_SEG_V1.6,CLEOCIN 75MG CAPS,PillProjectDisc83,images,CYNKR_0WSDPTPA8TNEEWE23CIHNGUR0.JPG,.PNG,000090331
2990,00009033102,1,PillProjectDisc15/images/B-DU0QEAH93JVR7F1BGLVW0OU78XFY4.JPG,MC_CHALLENGE_V1.0,CLEOCIN 75MG CAPS,PillProjectDisc15,images,B-DU0QEAH93JVR7F1BGLVW0OU78XFY4.JPG,.JPG,000090331
2991,00009033102,1,PillProjectDisc18/images/B22GE4ZOVM36OIF022W!W7VFACR-PR3.JPG,MC_CHALLENGE_V1.0,CLEOCIN 75MG CAPS,PillProjectDisc18,images,B22GE4ZOVM36OIF022W!W7VFACR-PR3.JPG,.JPG,000090331
2992,00009033102,1,PillProjectDisc1/images/!Y7FKLUPG3TK-OZ7A5EVQCVF420-VJ.PNG,MC_COOKED_CALIBRATED_V1.2,CLEOCIN 75MG CAPS,PillProjectDisc1,images,!Y7FKLUPG3TK-OZ7A5EVQCVF420-VJ.JPG,.PNG,000090331
2993,00009033102,1,PillProjectDisc38/images/BL!K7KCR8P9A5J013OD53GA1KPJT9MF.PNG,MC_COOKED_CALIBRATED_V1.2,CLEOCIN 75MG CAPS,PillProjectDisc38,images,BL!K7KCR8P9A5J013OD53GA1KPJT9MF.JPG,.PNG,000090331
2994,00009033102,1,PillProjectDisc39/images/BM-S4T2AJ--O1H5PNG19H!315!LN6VA.PNG,MC_COOKED_CALIBRATED_V1.2,CLEOCIN 75MG CAPS,PillProjectDisc39,images,BM-S4T2AJ--O1H5PNG19H!315!LN6VA.JPG,.PNG,000090331
2995,00009033102,1,PillProjectDisc49/images/BVJF9UE770HV2LDNL-5P2HAL8835AH7.PNG,MC_COOKED_CALIBRATED_V1.2,CLEOCIN 75MG CAPS,PillProjectDisc49,images,BVJF9UE770HV2LDNL-5P2HAL8835AH7.JPG,.PNG,000090331
2996,00009033102,1,PillProjectDisc72/images/CO7RRT3X-70T8QLB2WHB-PMA!HKC6C0.JPG,MC_SPL_SPLIMAGE_V3.0,CLEOCIN 75MG CAPS,PillProjectDisc72,images,CO7RRT3X-70T8QLB2WHB-PMA!HKC6C0.JPG,.JPG,000090331
6024,00054472825,1,PillProjectDisc49/images/BVU14UO11UJXLIE5UYIB0W2J01PBWYY.CR2,C3PI_Reference,PREDNISONE,PillProjectDisc49,images,BVU14UO11UJXLIE5UYIB0W2J01PBWYY.JPG,.CR2,000544728
6025,00054472825,1,PillProjectDisc67/images/CJVL1P!P2Q7ZR9RO9T8VB7D!W85NGMJ.CR2,C3PI_Reference,PREDNISONE,PillProjectDisc67,images,CJVL1P!P2Q7ZR9RO9T8VB7D!W85NGMJ.JPG,.CR2,000544728
6026,00054472825,1,PillProjectDisc1/images/!VNV0FNW6HS3ENSDUTBIKD-SFWCXIH.JPG,C3PI_Test,PREDNISONE,PillProjectDisc1,images,!VNV0FNW6HS3ENSDUTBIKD-SFWCXIH.JPG,.JPG,000544728
6027,00054472825,1,PillProjectDisc25/images/B9HJWGNAP8P1D390OI0EQTBL80XUQ0V.JPG,C3PI_Test,PREDNISONE,PillProjectDisc25,images,B9HJWGNAP8P1D390OI0EQTBL80XUQ0V.JPG,.JPG,000544728
6028,00054472825,1,PillProjectDisc37/images/BJ__17750W6YZQWPD!75UK-8LJY8PNJ.JPG,C3PI_Test,PREDNISONE,PillProjectDisc37,images,BJ__17750W6YZQWPD!75UK-8LJY8PNJ.JPG,.JPG,000544728
6029,00054472825,1,PillProjectDisc43/images/BPWBP55VM3BZAMKQO31FT9-_OO7TI9M.JPG,C3PI_Test,PREDNISONE,PillProjectDisc43,images,BPWBP55VM3BZAMKQO31FT9-_OO7TI9M.JPG,.JPG,000544728
6030,00054472825,1,PillProjectDisc43/images/BQ5UESIGB!C7D5969K1AP-LJP_BWY6H.JPG,C3PI_Test,PREDNISONE,PillProjectDisc43,images,BQ5UESIGB!C7D5969K1AP-LJP_BWY6H.JPG,.JPG,000544728
6032,00054472825,1,PillProjectDisc51/images/BXUDZ5SOBKSCLV4QVEP8M0-2!1CEDA8.JPG,C3PI_Test,PREDNISONE,PillProjectDisc51,images,BXUDZ5SOBKSCLV4QVEP8M0-2!1CEDA8.JPG,.JPG,000544728
6033,00054472825,1,PillProjectDisc52/images/BYLI6-E!EUJWO2AQXPWJ12EUGMDK3NV.JPG,C3PI_Test,PREDNISONE,PillProjectDisc52,images,BYLI6-E!EUJWO2AQXPWJ12EUGMDK3NV.JPG,.JPG,000544728
6034,00054472825,1,PillProjectDisc55/images/C08SVX8YEW7TACK3801ZFLZ2-EW3A1V.JPG,C3PI_Test,PREDNISONE,PillProjectDisc55,images,C08SVX8YEW7TACK3801ZFLZ2-EW3A1V.JPG,.JPG,000544728
6035,00054472825,1,PillProjectDisc68/images/CKWNAIQNJDVK8-X26CZ7EFPOEEO8-!U.JPG,C3PI_Test,PREDNISONE,PillProjectDisc68,images,CKWNAIQNJDVK8-X26CZ7EFPOEEO8-!U.JPG,.JPG,000544728
6036,00054472825,1,PillProjectDisc73/images/CPTPZVB-Y6I5_8TBNG5LZ2_Z1T90M41.JPG,C3PI_Test,PREDNISONE,PillProjectDisc73,images,CPTPZVB-Y6I5_8TBNG5LZ2_Z1T90M41.JPG,.JPG,000544728
6037,00054472825,1,PillProjectDisc7/images/431DY1WE2IBHE-RS7W7LSKRQXXBP1L.JPG,C3PI_Test,PREDNISONE,PillProjectDisc7,images,431DY1WE2IBHE-RS7W7LSKRQXXBP1L.JPG,.JPG,000544728
6038,00054472825,1,PillProjectDisc82/images/CXR69Z9VJPJ_E204VCOU7PPG_7AWX24.JPG,C3PI_Test,PREDNISONE,PillProjectDisc82,images,CXR69Z9VJPJ_E204VCOU7PPG_7AWX24.JPG,.JPG,000544728
6039,00054472825,1,PillProjectDisc84/images/CZN0J2O!LH8MXRV0T372QK!72C9BOPF.JPG,C3PI_Test,PREDNISONE,PillProjectDisc84,images,CZN0J2O!LH8MXRV0T372QK!72C9BOPF.JPG,.JPG,000544728
6040,00054472825,1,PillProjectDisc98/images/P4H9ANPGHD8GS1XBJHD!E1DGK7Q_A5.JPG,C3PI_Test,PREDNISONE,PillProjectDisc98,images,P4H9ANPGHD8GS1XBJHD!E1DGK7Q_A5.JPG,.JPG,000544728
6041,00054472825,1,PillProjectDisc99/images/Q0H8LWO!TB4!TVEZRF433681N294WL.JPG,C3PI_Test,PREDNISONE,PillProjectDisc99,images,Q0H8LWO!TB4!TVEZRF433681N294WL.JPG,.JPG,000544728
6042,00054472825,1,PillProjectDisc31/images/BEIN5BGMOAXZUQC4N-DZ02_LPS-IIT4.JPG,MC_API_NLMIMAGE_V1.3,PREDNISONE,PillProjectDisc31,images,BEIN5BGMOAXZUQC4N-DZ02_LPS-IIT4.JPG,.JPG,000544728
6043,00054472825,1,PillProjectDisc80/images/CVFH48W0V3Y19FIJ4ORXE9JFW3ED_7K.JPG,MC_API_RXNAV_V1.3,PREDNISONE,PillProjectDisc80,images,CVFH48W0V3Y19FIJ4ORXE9JFW3ED_7K.JPG,.JPG,000544728
6044,00054472825,1,PillProjectDisc36/images/BJ5RBTSC-RQ4ACRDXJYIQ6-VJIOOYKN.PNG,MC_C3PI_REFERENCE_SEG_V1.6,PREDNISONE,PillProjectDisc36,images,BJ5RBTSC-RQ4ACRDXJYIQ6-VJIOOYKN.JPG,.PNG,000544728
6045,00054472825,1,PillProjectDisc39/images/BLWB2YAOWR2PYGCJRL7N-903_WNZQSG.PNG,MC_C3PI_REFERENCE_SEG_V1.6,PREDNISONE,PillProjectDisc39,images,BLWB2YAOWR2PYGCJRL7N-903_WNZQSG.JPG,.PNG,000544728
6046,00054472825,1,PillProjectDisc39/images/BMCID_XVORFWX-32WHX_AHWCRSGDUPH.PNG,MC_C3PI_REFERENCE_SEG_V1.6,PREDNISONE,PillProjectDisc39,images,BMCID_XVORFWX-32WHX_AHWCRSGDUPH.JPG,.PNG,000544728
6047,00054472825,1,PillProjectDisc72/images/COJI7AD5G1OM8MTQL1Q_6ISL_T3RFEF.PNG,MC_C3PI_REFERENCE_SEG_V1.6,PREDNISONE,PillProjectDisc72,images,COJI7AD5G1OM8MTQL1Q_6ISL_T3RFEF.JPG,.PNG,000544728
6048,00054472825,1,PillProjectDisc76/images/CRWW09OAPSIBNO52T9YA4WALS9C4!S5.PNG,MC_C3PI_REFERENCE_SEG_V1.6,PREDNISONE,PillProjectDisc76,images,CRWW09OAPSIBNO52T9YA4WALS9C4!S5.JPG,.PNG,000544728
6049,00054472825,1,PillProjectDisc7/images/3R45E3GA1ANO1V0MFFS0BXAHVUTAWG.PNG,MC_C3PI_REFERENCE_SEG_V1.6,PREDNISONE,PillProjectDisc7,images,3R45E3GA1ANO1V0MFFS0BXAHVUTAWG.JPG,.PNG,000544728
6050,00054472825,1,PillProjectDisc8/images/5D1-EETQHNO54MJPTUYI3_AMNWU4Q_.PNG,MC_C3PI_REFERENCE_SEG_V1.6,PREDNISONE,PillProjectDisc8,images,5D1-EETQHNO54MJPTUYI3_AMNWU4Q_.JPG,.PNG,000544728
6051,00054472825,1,PillProjectDisc97/images/OPS!NAMY0-103F49E-X9!OW6Y8H27V.PNG,MC_C3PI_REFERENCE_SEG_V1.6,PREDNISONE,PillProjectDisc97,images,OPS!NAMY0-103F49E-X9!OW6Y8H27V.JPG,.PNG,000544728
6052,00054472825,1,PillProjectDisc47/images/BT3ZEKXU04T4T4D-SL8Z7ZPDYP9PIBH.JPG,MC_CHALLENGE_V1.0,PREDNISONE,PillProjectDisc47,images,BT3ZEKXU04T4T4D-SL8Z7ZPDYP9PIBH.JPG,.JPG,000544728
6053,00054472825,1,PillProjectDisc97/images/OMTTETBEN-2!U4399JJ_JA2JYOB2C1.JPG,MC_CHALLENGE_V1.0,PREDNISONE,PillProjectDisc97,images,OMTTETBEN-2!U4399JJ_JA2JYOB2C1.JPG,.JPG,000544728
6054,00054472825,1,PillProjectDisc18/images/B285FDZO_6RN0J1L!YJLROI0YS88ZAS.PNG,MC_COOKED_CALIBRATED_V1.2,PREDNISONE,PillProjectDisc18,images,B285FDZO_6RN0J1L!YJLROI0YS88ZAS.JPG,.PNG,000544728
6055,00054472825,1,PillProjectDisc22/images/B6HE5XS4XM8N6!GG7VP4B30_HGI9!_L.PNG,MC_COOKED_CALIBRATED_V1.2,PREDNISONE,PillProjectDisc22,images,B6HE5XS4XM8N6!GG7VP4B30_HGI9!_L.JPG,.PNG,000544728
6056,00054472825,1,PillProjectDisc77/images/CT3WPLC-WTD4YRGRAQUBU9Z32M9Y2ZB.PNG,MC_COOKED_CALIBRATED_V1.2,PREDNISONE,PillProjectDisc77,images,CT3WPLC-WTD4YRGRAQUBU9Z32M9Y2ZB.JPG,.PNG,000544728
6057,00054472825,1,PillProjectDisc80/images/CVX9Y7KEUAT6!RSP4R-6!!Q8L9WNMTL.PNG,MC_COOKED_CALIBRATED_V1.2,PREDNISONE,PillProjectDisc80,images,CVX9Y7KEUAT6!RSP4R-6!!Q8L9WNMTL.JPG,.PNG,000544728
6058,00054472825,1,PillProjectDisc103/images/TYS8_!FUH4NNNUN5HFHZOK!X3HWJ08.JPG,MC_SPL_SPLIMAGE_V3.0,PREDNISONE,PillProjectDisc103,images,TYS8_!FUH4NNNUN5HFHZOK!X3HWJ08.JPG,.JPG,000544728
11473,00093005801,1,PillProjectDisc104/images/UJXIZU-5U2PMVTT!82TL_8-R8P7SXW.CR2,C3PI_Reference,LEVOTHYROXINE 0.088MG,PillProjectDisc104,images,UJXIZU-5U2PMVTT!82TL_8-R8P7SXW.JPG,.CR2,000930058
11474,00093005801,1,PillProjectDisc79/images/CUO58YC_WHVK2EQC0!2Y_U1ZJKMO91A.CR2,C3PI_Reference,LEVOTHYROXINE 0.088MG,PillProjectDisc79,images,CUO58YC_WHVK2EQC0!2Y_U1ZJKMO91A.JPG,.CR2,000930058
11475,00093005801,1,PillProjectDisc102/images/SO4SYRGJKD42ELQUG3Y_W!AVB!WGCD.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc102,images,SO4SYRGJKD42ELQUG3Y_W!AVB!WGCD.JPG,.JPG,000930058
11476,00093005801,1,PillProjectDisc24/images/B7WYL17V!24YMR72I5O_RS9KZL8AYF4.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc24,images,B7WYL17V!24YMR72I5O_RS9KZL8AYF4.JPG,.JPG,000930058
11477,00093005801,1,PillProjectDisc53/images/BZKRO6JH8C1JEV300I_ZJ7ZVVW8U75D.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc53,images,BZKRO6JH8C1JEV300I_ZJ7ZVVW8U75D.JPG,.JPG,000930058
11478,00093005801,1,PillProjectDisc59/images/CCPYPASN5AGKJR_0I2TSKHDFR6IXIDK.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc59,images,CCPYPASN5AGKJR_0I2TSKHDFR6IXIDK.JPG,.JPG,000930058
11479,00093005801,1,PillProjectDisc62/images/CEW6D9TJBM2C140!7G4S0TDSXFSYMC6.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc62,images,CEW6D9TJBM2C140!7G4S0TDSXFSYMC6.JPG,.JPG,000930058
11480,00093005801,1,PillProjectDisc62/images/CF-3N8SGWALET2_!EE-ZVH5_NGTIGLD.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc62,images,CF-3N8SGWALET2_!EE-ZVH5_NGTIGLD.JPG,.JPG,000930058
11481,00093005801,1,PillProjectDisc65/images/CH_3SSLET9ZO0EG2-ZBLL316TFC5ZXT.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc65,images,CH_3SSLET9ZO0EG2-ZBLL316TFC5ZXT.JPG,.JPG,000930058
11483,00093005801,1,PillProjectDisc66/images/CJ2TJCOS4MS_UMRQ357JA6E0KXYA3!L.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc66,images,CJ2TJCOS4MS_UMRQ357JA6E0KXYA3!L.JPG,.JPG,000930058
11484,00093005801,1,PillProjectDisc72/images/CO!18BNATID-TJDA_4WDTRF3MNJK!WU.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc72,images,CO!18BNATID-TJDA_4WDTRF3MNJK!WU.JPG,.JPG,000930058
11485,00093005801,1,PillProjectDisc79/images/CV4RISAJ0J_Q37CP-C9!-JYCD5AQCX5.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc79,images,CV4RISAJ0J_Q37CP-C9!-JYCD5AQCX5.JPG,.JPG,000930058
11486,00093005801,1,PillProjectDisc91/images/I_R1YM4HX62!97AB9KAJMMCEXTLRMM.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc91,images,I_R1YM4HX62!97AB9KAJMMCEXTLRMM.JPG,.JPG,000930058
11487,00093005801,1,PillProjectDisc92/images/JLT1RXAA7BW9FZV671YL6-LMA_HY6D.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc92,images,JLT1RXAA7BW9FZV671YL6-LMA_HY6D.JPG,.JPG,000930058
11488,00093005801,1,PillProjectDisc92/images/JLX1J377YBX-XXXZWSC_77CK_WGV16.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc92,images,JLX1J377YBX-XXXZWSC_77CK_WGV16.JPG,.JPG,000930058
11489,00093005801,1,PillProjectDisc96/images/N02ZC6P0QQT6P9BB0PFE3YP5ONK46W.JPG,C3PI_Test,LEVOTHYROXINE 0.088MG,PillProjectDisc96,images,N02ZC6P0QQT6P9BB0PFE3YP5ONK46W.JPG,.JPG,000930058
